id,negative,positive
1313837377220161537,-1,1
1313836507900379137,-1,1
1313833617811009536,-1,1
1313823763537047553,-1,1
1313821546901843968,-1,1
1313785883213074432,-1,1
1313784800134782976,-1,1
1313784342532042754,-1,1
1313777740999524363,-1,1
1313764671082631170,-1,1
1313758452301344768,-1,1
1313757653181628421,-1,1
1313754747829202946,-1,1
1313754685568933888,-1,1
1313751102995734529,-3,1
1313467723314352134,-1,1
1313467720281845761,-1,1
1313458175425884164,-1,1
1313455751495643136,-1,1
1313429866432401408,-2,1
1313403796131807232,-1,1
1313390708871622656,-1,1
1313377014624251904,-1,1
1313116605996584960,-1,1
1313116604037844992,-1,1
1313116601852612608,-2,1
1313116600078405632,-1,1
1313116598362943495,-2,1
1313116596458713088,-1,1
1313116592390254593,-1,1
1313116590620184576,-2,1
1313116587923320833,-1,1
1313056463229681665,-1,1
1313033867641720832,-1,1
1311999556129902593,-1,2
1311987196308713472,-1,3
1311695347073286144,-1,1
1311695196069953536,-1,1
1311695123768578048,-1,1
1311695025101774848,-1,1
1311694961151098882,-1,1
1311694785049235457,-1,1
1311694721165799424,-1,1
1311694440868782085,-1,1
1311694367699197952,-1,1
1311693928282968064,-1,1
1311693782589624326,-1,1
1311693206740971521,-1,1
1311693149769695232,-1,1
1311693067624288257,-1,1
1311691930812723209,-1,1
1311691529174634496,-1,1
1311688449104240645,-1,1
1311688365146804230,-1,1
1311688249614663682,-1,1
1311665943446126596,-1,1
1311642446909124609,-1,1
1311561505360556033,-1,2
1311334825807282178,-1,1
1311313722040868866,-1,1
1311312005056397312,-1,1
1311311597483294722,-1,1
1311284722300059649,-1,1
1311279007120449542,-1,2
1311275165284790272,-1,2
1311259712902565889,-2,1
1311243734424711170,-1,1
1310943337562755075,-1,1
1310918678737805312,-1,1
1310917998035767298,-1,1
1310915605294350337,-1,1
1310866600678117378,-1,1
1310865486310256642,-1,1
1310830682978033664,-1,1
1310639199410966529,-1,1
1309118040802549760,-1,2
1309080693352337410,-1,2
1309078844519993351,-1,1
1309056245551243265,-1,2
1308732161508376583,-1,1
1308719994243555328,-2,2
1308416577491152901,-1,1
1308413744758882306,-3,1
1308410965428498433,-1,1
1308395450656067587,-1,1
1308392785112858626,-1,1
1308380191224459265,-1,1
1308378894958034944,-1,2
1308347260951048193,-1,1
1308344607126753282,-1,1
1308315614012997633,-1,1
1308310595666677760,-1,2
1308045116318404615,-1,1
1308034199568482304,-1,1
1307984554385453056,-1,2
1307937671550033921,-1,2
1307013689279741960,-3,1
1306983499224809484,-1,1
1306954956583383040,-1,1
1306929933483208704,-1,2
1306603994819723264,-1,1
1306595446551273476,-1,2
1306589924057997312,-1,1
1306566842849394689,-1,1
1306566505329496065,-1,1
1306562015020961793,-1,1
1306519040505065474,-1,1
1306509536887480320,-2,2
1306506775928205314,-1,1
1306242890595799045,-1,1
1306225755219800064,-2,1
1306225643085070337,-2,1
1306225540899241984,-2,1
1306218910707052547,-1,1
1306202658508812293,-1,1
1306192079194853377,-1,1
1306160103318597633,-1,1
1306135456208351233,-1,1
1305877477106085888,-1,1
1305873476331483138,-1,1
1305848392317390851,-1,1
1305838172195172353,-1,1
1305823785883328515,-1,1
1305818927482667014,-1,1
1305813635080560640,-1,1
1305812862724640769,-1,1
1305768264249769985,-1,1
1305515206760706048,-1,1
1305498080092004353,-1,1
1305497813539749893,-1,1
1305494960037335041,-1,1
1305491015449575425,-1,1
1305491012329103360,-1,1
1305477845716738048,-1,1
1305477239405006848,-1,1
1305476244549636097,-1,1
1305475392959131650,-1,1
1305472984833024000,-1,1
1305472873843359744,-1,1
1305468761609297922,-1,2
1305468123890450432,-1,1
1305468119553658880,-1,1
1305451591273766913,-1,1
1305443425790107648,-1,2
1305441570657898496,-1,1
1305437308213243904,-1,2
1305419897942544385,-1,1
1304381676664115200,-1,2
1304323282842390529,-1,1
1304320001562816513,-1,1
1304306451549245440,-1,1
1304306448780922882,-1,1
1304056383835435008,-1,1
1304053929517473793,-1,1
1304041676718125058,-1,1
1304014930690166784,-1,1
1304006051566682113,-1,1
1303978220644073472,-1,1
1303679118555439105,-1,1
1303675825544466432,-1,1
1303673093748031491,-1,1
1303671268865191936,-1,1
1303632550523482112,-1,1
1303596448135643136,-1,1
1303596195881910274,-1,1
1303587137795895296,-1,1
1303587134767595520,-1,1
1303585007735373824,-1,1
1303347230385016833,-1,1
1303342766211072002,-1,1
1303329644926693376,-1,1
1303328438292549638,-1,1
1303328290640453633,-1,1
1303327096996007938,-1,1
1303324925227393024,-1,2
1303324398217199617,-1,1
1303323486492995584,-3,1
1303322847914401792,-1,1
1303309072008126467,-1,1
1303306873777651714,-1,1
1303279522490576896,-1,1
1303279333516161024,-1,1
1303253393104875521,-1,1
1303235303273095168,-1,1
1303234907402113025,-1,1
1303226665032658949,-1,1
1303223282615963648,-3,1
1302909222821257218,-1,1
1302891329022816258,-1,1
1302887160790609922,-1,1
1302871618021134336,-1,1
1302870481654231040,-1,1
1301889621954121731,-1,1
1301866519907966977,-1,1
1301865281342631941,-1,1
1301811746269732864,-1,1
1301806384384745472,-1,1
1301803875394093056,-1,1
1301803871543521280,-1,1
1301803299721687040,-3,1
1301802957730656256,-1,1
1301566688685690886,-1,1
1301498779791749121,-1,2
1301470811853934593,-1,1
1301460383258079232,-1,1
1301449900073377792,-1,1
1301160356413399041,-1,1
1301153029413056512,-1,2
1301130956489871360,-1,1
1301100746788818945,-1,1
1301100334421598208,-1,1
1301100030082854912,-1,1
1301090271829151745,-1,1
1301089514400763906,-1,1
1301080968162402305,-1,1
1301079615281287169,-1,1
1301068969110052864,-1,1
1301066750692335616,-1,1
1301065159272787969,-1,1
1301059860260417539,-1,1
1301059814697689088,-1,1
1300850248152231937,-1,1
1300815133602709504,-1,1
1300770744339763200,-1,1
1300718660986773504,-1,2
1300704148694994944,-1,1
1300692462302908417,-1,1
1300691605842726912,-2,1
1300439909405208578,-1,1
1300439658342551554,-1,2
1300392836387483657,-1,1
1299368780737515523,-1,2
1299272387716841473,-1,1
1299263958063382528,-1,1
1298900341849817088,-1,1
1298883203965620224,-1,1
1298878527392055296,-1,1
1298867313500979200,-1,1
1298607026751365132,-1,1
1298601072643248130,-1,1
1298599003274317825,-1,1
1298590720786345990,-1,1
1298590717137301504,-1,1
1298587269788512262,-1,1
1298586766727880709,-1,1
1298584441808396288,-1,2
1298529108234829825,-1,1
1298529104829059072,-1,1
1298524324371083264,-1,1
1298524320503824385,-1,1
1298256410631790593,-1,1
1298240689311014913,-1,1
1298239398224461824,-1,1
1298239303433289729,-1,1
1298237948681433090,-1,1
1298235459060080640,-1,1
1298235052254466049,-1,1
1298230091256930307,-1,1
1298224690834690054,-1,1
1298224687831568384,-1,1
1298201922860654594,-1,1
1298183543240171520,-1,1
1298161440277368832,-1,1
1297896748120182791,-1,2
1297896524463190019,-1,1
1297896521418051586,-1,1
1297884226218491904,-1,1
1297873542927863808,-1,1
1297870531333697538,-1,1
1297861547864346627,-1,1
1297830834569961472,-1,1
1297830136612564992,-1,1
1297818419648253952,-1,1
1297816093785022464,-1,1
1297815092625580033,-1,1
1297806584966533122,-1,1
1297800075826143232,-1,1
1296815621989072898,-1,1
1296803257088606211,-1,1
1296793503918432257,-1,1
1296789690264231940,-1,2
1296785785967042560,-1,1
1296785732540006400,-1,1
1296773335024640001,-4,1
1296772001856716800,-1,1
1296769089642340352,-1,1
1296767055216214017,-1,1
1296765156144353286,-1,1
1296763548094345217,-1,2
1296762974703702016,-1,1
1296762656427319296,-1,2
1296758585834315777,-1,2
1296748732826947584,-1,1
1296745128967712768,-1,1
1296744874709000199,-1,1
1296743205577396225,-1,1
1296741996615393281,-1,1
1296741993180168192,-1,1
1296738439317131264,-1,1
1296731302306209793,-1,2
1296726733551476739,-1,1
1296726330952884224,-1,1
1296726050563596289,-1,1
1296725607431254018,-1,2
1296725604067409920,-1,1
1296712960711286790,-1,1
1296712573518217216,-1,1
1296712301706452992,-1,1
1296431417367441408,-1,1
1296431317303820290,-1,1
1296430921483194372,-1,1
1296083538702471170,-1,1
1296081725337067527,-1,1
1296081232258834432,-1,1
1296057427595534340,-1,1
1296056531016876033,-1,1
1296046769235734528,-1,1
1296045091900055562,-2,1
1296043812498952192,-1,2
1296043368905154565,-1,1
1296029640637677570,-1,2
1296029218279694336,-1,1
1296028863051575296,-1,2
1296023779991261184,-1,1
1296020751972278274,-1,2
1296020524452249600,-1,1
1296001146478370817,-1,1
1295996606077194243,-1,1
1295992298191413250,-1,1
1295992294919766017,-1,1
1295980723153895424,-3,1
1295773812320079878,-1,1
1295765502611140608,-1,1
1295731133536141316,-1,1
1295696636342149120,-1,1
1295674777869455366,-1,2
1295661296008994817,-1,1
1295648623770902528,-1,2
1295622949563707392,-1,1
1295406021775630337,-1,1
1295371992707796993,-1,1
1295365890037485568,-1,2
1294239227182555136,-1,1
1294234006834286593,-2,1
1294205893484085249,-1,1
1294194521153122304,-1,1
1294183369945812993,-1,1
1293909483530248194,-1,1
1293881261983961088,-1,2
1293865584434851840,-1,1
1293834081143336963,-1,1
1293819661168107520,-1,1
1293816683124133890,-1,1
1293814338697023494,-1,1
1293554694783225856,-1,1
1293538763604463621,-1,1
1293537891394748422,-1,1
1293527767527706631,-1,1
1293525001321226242,-1,2
1293514629654687744,-1,1
1293470861576503297,-1,1
1293460923882110976,-1,1
1293459731089104897,-1,1
1293458817003462656,-3,1
1293456555766165504,-1,1
1293456443262275584,-1,1
1293455584222740482,-1,1
1293453999765684224,-1,1
1293450340864536577,-2,1
1293447735899807744,-1,2
1293442741695913984,-1,1
1293199204387622912,-1,1
1293187133755162624,-1,1
1293184151907004417,-1,1
1293184148538966018,-1,1
1293183532018278400,-1,1
1293174242452942851,-1,1
1293174239516921858,-2,1
1293166649693163521,-1,1
1293166646606082048,-1,1
1293166643321999363,-1,1
1293163022245138433,-1,1
1293161170132766721,-1,1
1293147550766202880,-1,1
1293139747947401216,-1,1
1293130333588795392,-1,1
1293119318700494849,-1,1
1293101816486539264,-1,1
1292826110464581633,-1,1
1292825742129147906,-2,1
1292823095594618881,-1,1
1292817017301540867,-1,1
1292815143760531457,-1,2
1292814393508614144,-1,1
1292756470661099520,-1,1
1292754100740919301,-1,1
1292733419756163073,-1,2
1292388357486542850,-1,1
1292098931153874944,-1,2
1292097428687147008,-1,1
1292052898390642688,-1,1
1292028000540733440,-1,1
1292000414817124353,-1,1
1291991419788439552,-1,1
1291740852738568193,-1,1
1291739986757394433,-1,1
1291737954453422081,-1,1
1291735324633309184,-1,1
1291733745523884034,-1,1
1291720868176035840,-1,1
1291676099324387328,-1,1
1291658062391136256,-1,2
1291633751315886081,-1,2
1291627375093047296,-1,1
1291423831891025920,-1,1
1291375752143937537,-1,1
1291375329978789889,-1,1
1291371496540184582,-1,1
1291371284551667712,-1,1
1291367963942060032,-1,2
1291367159743098883,-1,2
1291366849574244352,-1,2
1291365757578883072,-1,1
1291364855174266885,-1,2
1291343373534724097,-1,1
1291339268250640384,-1,1
1291335223821697026,-1,1
1291332828031049729,-1,1
1291300989736292352,-1,2
1291297602772840451,-1,1
1291282976832135168,-1,1
1291277610815823872,-1,1
1291063201648574464,-1,1
1291023502330429441,-1,1
1291011656403890177,-1,2
1291011606990729216,-1,1
1291011532181196803,-1,1
1291011472978477056,-1,1
1291001910124843008,-1,1
1290994616276258816,-1,1
1290965887688814592,-1,1
1290649137638248449,-1,1
1290643255466569733,-1,1
1290633904429375489,-1,1
1290633877179052032,-1,1
1290633567803002881,-1,1
1290633538845409281,-1,1
1290633276252737537,-1,1
1290633273207656448,-1,1
1290622289193709573,-1,1
1290620919791194114,-1,1
1290578365875982341,-1,2
1290577464025112576,-1,1
1290257508343222272,-1,1
1290193437313175552,-3,1
1289161846587613189,-1,1
1289138993049870339,-2,1
1289108684132556801,-1,2
1289087033605001216,-1,2
1288816435217784832,-1,1
1288812018347192320,-1,1
1288788882331443202,-1,1
1288737536626642946,-1,1
1288398502431797248,-1,1
1288395973392310274,-1,1
1288118648964448258,-1,2
1288089136881164290,-1,1
1288086020525903877,-1,1
1288074951753310209,-1,1
1287747928086511616,-1,1
1287722505185234947,-3,1
1287710057422114816,-1,1
1287708304899219456,-1,1
1286631393762652160,-1,1
1286595270613106688,-1,1
1286577648630718467,-1,1
1286575008001728512,-1,1
1286573694211563520,-1,1
1286297109969371137,-1,1
1286296278033408001,-1,1
1286288167763619846,-1,1
1286263414747168768,-2,2
1286229858473971714,-2,2
1286228476446613504,-1,2
1286186714583662592,-1,1
1285937638214709249,-1,1
1285885174174175233,-2,1
1285820165792436225,-1,1
1285625708233064449,-1,1
1285571086185267201,-1,1
1285556149409001472,-1,1
1285546219666837509,-1,1
1285545831731429376,-1,1
1285540305459187712,-1,1
1285476740433936385,-2,1
1285469275751358464,-1,1
1284142474286563331,-1,1
1284131472933376003,-1,1
1284129945099341825,-1,1
1284124644014993411,-1,2
1284086979848790018,-1,1
1284086835631869952,-1,2
1284078278832279557,-1,1
1284077302339514368,-1,1
1284068256169566208,-1,1
1284064198063017984,-1,1
1284022891064053762,-1,1
1283784511722000384,-1,2
1283740661959647232,-1,1
1283717791003095040,-1,1
1283411842195501057,-1,1
1283405916637888514,-1,1
1283404358479208451,-1,1
1283403359341379585,-1,1
1283402261163638784,-1,2
1283398874481266689,-1,1
1283396474706042890,-1,1
1283394082094669824,-1,1
1283394065195819017,-2,1
1283392121815302149,-1,1
1283381169288085504,-1,1
1283378333435285505,-1,1
1283376254561988608,-1,1
1283375190928510979,-1,2
1283375187975602177,-1,2
1283370494570438657,-1,2
1283360076712091654,-1,2
1283301092240101378,-1,1
1283054540305072136,-1,1
1283053064845500417,-1,1
1283027231586091015,-1,1
1283012532039553025,-1,1
1281598925087047680,-1,2
1281150677209755649,-1,1
1281132943398879234,-1,1
1280833186411556868,-1,2
1280513293401063440,-1,1
1280471683141455873,-1,1
1280444492311560192,-1,1
1278979659749822469,-1,1
1278963615354302464,-1,1
1278690818186973185,-1,1
1278654485938790400,-1,1
1278610560540708864,-1,1
1278594075680288768,-1,1
1278591113360805888,-1,1
1278591109468499969,-2,1
1278585555920588800,-1,1
1278401933297008640,-1,1
1278324555501785093,-1,1
1278319274415841281,-1,2
1278264088007782401,-1,1
1278243583204745216,-1,1
1278229430205403139,-1,1
1278228860123975680,-3,1
1278219605505445888,-1,1
1278210222541148160,-1,1
1277941060350640130,-1,1
1277938404613853184,-1,1
1277932081750970370,-1,1
1277904907748683777,-1,1
1277892235728752642,-1,1
1277883240154640384,-1,1
1277865214873141248,-1,1
1277859506320486400,-1,1
1276780919181975552,-1,1
1276536467045695490,-1,1
1276536265089974272,-1,1
1276535674875916288,-1,1
1276499813140500480,-1,1
1276474647127752704,-1,1
1276416334482604032,-1,1
1276160732040757248,-1,1
1276133577516777473,-1,1
1276115553879568384,-1,1
1276111291313242113,-1,1
1276060658598121472,-1,1
1276060371418148865,-1,1
1276059692469555200,-1,1
1276059501452460033,-1,1
1276053582341701634,-1,1
1275869846706716672,-1,1
1275833195280433152,-1,1
1275791359392301056,-1,1
1275790664224169990,-1,1
1275782311460474880,-1,1
1275749262706585601,-1,1
1275730568408334338,-1,1
1275700424448921602,-1,1
1275498561355100162,-1,1
1275442533913395201,-1,2
1275433474174976007,-1,1
1275417112698380289,-1,1
1275415366118912001,-1,1
1275408602749186048,-1,2
1275407613291909122,-1,1
1275401915174735872,-1,1
1275372173201420290,-1,1
1275364471322574849,-1,1
1275363240936116225,-1,1
1275360350670589953,-1,1
1275359457820770304,-1,2
1275348831744524288,-1,1
1275059072140627971,-1,1
1275046892888604672,-1,1
1275040779455643648,-1,1
1275036658245742592,-1,1
1274930116439744515,-1,1
1274609120365215744,-1,2
1274059141804425222,-2,1
1273962582693601280,-1,1
1273948692861550597,-1,1
1273936425185140737,-1,2
1273627756249702402,-1,1
1273593214230986754,-1,1
1273590369322774528,-1,1
1273282023638081542,-1,1
1273279966671757316,-1,1
1273262526789189632,-1,1
1273182323761168389,-1,1
1272892373958381568,-1,1
1272862723563544578,-1,1
1272846481309958144,-1,1
1272825083346681856,-1,1
1272798218858958849,-1,1
1272142706748383233,-1,1
1272141657329336326,-1,1
1271418562176077824,-1,1
1271417915699613701,-1,1
1271396967395086337,-2,1
1271363562632609792,-1,1
1271054178593488896,-1,1
1271008470918221825,-1,1
1270719074125791232,-1,1
1270685762577747968,-1,1
1270665045668777984,-1,2
1270342298191216640,-1,1
1270323977748123649,-1,1
1270304274787033088,-1,1
1270300448524832769,-2,1
1270289536929673219,-1,1
1270277453060222977,-1,1
1270009609781219332,-1,1
1269985045651087360,-2,1
1269962419457134592,-1,1
1269932712095293440,-1,1
1269598787451969540,-1,1
1269591918092181505,-1,1
1269269532675317760,-1,1
1269241759684575232,-2,1
1269235844780634113,-1,1
1268908776943468554,-1,1
1268898478689746945,-1,1
1268896376357863426,-1,1
1268894313913757700,-1,2
1268891768537460736,-1,2
1268874133271650307,-1,1
1268863689626652678,-1,1
1268814909640491008,-1,1
1268563068096851971,-1,1
1268546807489069058,-2,1
1268514771030114305,-1,1
1268512901079465987,-1,1
1268481188580204544,-1,1
1268446589330259971,-1,1
1268444703420268544,-1,1
1268242025616478210,-1,1
1268225813155065860,-1,1
1268171972225179651,-2,1
1268159878599790592,-1,1
1268149316549517312,-1,1
1268112443219329024,-1,1
1267788187629498375,-1,1
1267436567783706627,-1,1
1267436408463130625,-1,1
1267434705898672128,-1,1
1267434447596589057,-1,1
1267425669874581504,-1,1
1267354710576685056,-1,1
1267078399773851649,-1,1
1267061517926760451,-1,1
1267046343387865089,-1,1
1267028645576683522,-1,1
1267002960946630656,-1,2
1266987675191595008,-1,1
1266709689355644930,-1,1
1266702665876209664,-1,1
1266417535441874944,-1,1
1266343511596695552,-1,1
1266321055301488642,-1,1
1266009933574799361,-1,1
1265976187211395077,-1,1
1265613799731744768,-1,1
1265296866092240896,-1,1
1265251387249754112,-1,1
1264919391180914689,-1,2
1264905350987292672,-2,1
1264904958350065664,-1,2
1264889000164298753,-1,1
1264867800054726656,-1,1
1264526591142572034,-1,1
1264440869903532033,-1,1
1264162918666567680,-1,1
1263801887809298435,-1,1
1263749330944622594,-1,1
1263437064890208256,-1,1
1263364211394121739,-1,1
1263096374318387201,-1,1
1263075606826233856,-1,1
1263013779043991552,-1,1
1263013725407186944,-1,1
1262996216020942849,-1,1
1262800218359312385,-1,1
1262790730617106433,-1,1
1262752266097811456,-1,1
1262714016276852736,-1,1
1262388811306348547,-1,1
1262372722144956416,-1,1
1262352273012899840,-1,1
1262345068985360384,-2,1
1261989864725262336,-1,1
1261638784480919553,-1,1
1261638438169784321,-1,1
1261633140944142336,-1,1
1261627488427483137,-1,1
1261287722007900161,-2,1
1261264353195671553,-1,1
1260902741305708545,-1,1
1260569937170612230,-1,1
1260540206500982787,-1,1
1260523092897599491,-1,1
1260247105299451908,-1,1
1260209111930724352,-1,1
1260182691594592256,-1,1
1260163025421701120,-1,1
1260151643863220224,-1,1
1260134290207248386,-1,1
1260116642694037504,-1,2
1259898338247356417,-1,1
1259850641670918144,-1,1
1259815667303399432,-1,1
1259810221368774656,-1,1
1259791484108357632,-1,1
1259785996553592832,-1,1
1259744348129972225,-1,1
1259453475911540736,-1,1
1259088732948439041,-1,1
1259051036083236864,-1,1
1258758959831355393,-1,1
1258750370802733060,-1,1
1258738456810962944,-1,1
1258733202421755905,-1,1
1258731021505306624,-1,1
1258681172864962560,-1,1
1258680710703067137,-1,1
1258669059585069056,-3,1
1258412372307464192,-1,1
1258395417378725893,-1,1
1258390405835558912,-1,1
1258366492258820098,-1,1
1258320787850887169,-1,1
1258298972336205824,-1,1
1258104468626984960,-1,2
1258103942401134604,-1,1
1258103649802354689,-1,1
1258100342396420099,-1,1
1258100282929676289,-1,1
1258100143955591171,-1,1
1258100091119788033,-1,1
1258099636323127296,-1,1
1258099086554791936,-1,1
1258098470562549765,-1,1
1258088360645726210,-1,1
1258002215958196227,-1,1
1257966648734121985,-1,1
1257932249523249152,-1,1
1257641236640522243,-1,1
1257567154414792705,-1,1
1257233724518862851,-1,1
1256914658511863808,-1,1
1256552085820145666,-1,1
1256191757466943488,-1,1
1255912661423972354,-1,1
1255868351307485184,-1,1
1255830299851796480,-1,1
1255802813155815424,-1,1
1255795052091183105,-1,1
1255514931258183680,-1,1
1255514114052546561,-1,1
1255466930120646658,-1,1
1255462562482851841,-1,1
1255456558693199875,-1,1
1255456553949376513,-1,1
1255454857210855425,-1,1
1255416028269555713,-1,1
1255142648664346628,-2,1
1255104542959636480,-1,1
1255102140760182786,-1,1
1255091785807859713,-1,1
1255085698870378499,-1,1
1255051873968685057,-1,2
1254742092145987585,-1,1
1254679598794780672,-1,1
1254377442388705280,-1,1
1254015547844579328,-1,1
1253941916191916041,-1,1
1253698505606074369,-1,1
1253653906271416320,-1,1
1253643403608363010,-1,2
1253383143442309120,-1,2
1253345451971153924,-1,1
1253332182300422147,-1,1
1253296764305788940,-1,1
1253271317425651712,-1,1
1253262567872638981,-1,1
1253254674414743554,-1,1
1253250290142318592,-1,1
1253041842830139392,-1,2
1252945331735625728,-1,1
1252931482751991808,-1,1
1252897372687958016,-1,1
1252667618584117251,-1,1
1252651758049992706,-1,1
1252642199097036805,-1,1
1252565413323509760,-1,1
1252264454542295040,-1,1
1252239266962460672,-2,1
1252206005724864512,-1,1
1252186364784893953,-1,1
1252174136551636992,-1,2
1251841229115064320,-1,1
1251480628551352321,-1,1
1251476193246928898,-1,1
1251184337049079808,-1,1
1251181435869966337,-1,2
1251148618100178953,-1,1
1251124408128884737,-1,1
1251061480172195844,-2,2
1250792705480953856,-1,1
1250757663509688320,-1,1
1250694946048393217,-1,1
1250683537231155202,-1,1
1250678224331460610,-1,1
1250513905396350976,-1,1
1250485830185103366,-1,1
1250469469186555904,-1,1
1250393459858395136,-1,1
1250113717565632514,-1,1
1250090788727525378,-1,1
1250061330717048835,-1,1
1250031515498614787,-1,1
1249993691604942855,-1,1
1249978258000666626,-1,1
1249668628548591617,-1,1
1249309060358459392,-1,1
1249230832637706240,-1,2
1249020158896717829,-1,1
1248983372988325896,-1,1
1248958861010223105,-1,1
1248941868852928512,-1,1
1248616326492344320,-1,1
1248608755161300994,-1,1
1248605913528676352,-1,1
1248591029890093056,-1,1
1248578970842472448,-1,2
1248551425946288128,-1,1
1248294749125201921,-1,1
1248216589821972488,-1,1
1248188968782495744,-1,1
1247887088529244160,-1,1
1247869519445590018,-2,1
1247856850466373634,-1,1
1247833428780896256,-1,1
1247826556594069505,-1,1
1247815221785374721,-1,1
1247796414421159936,-1,1
1247783932310908930,-1,1
1247577818487234562,-1,1
1247572180105338881,-1,1
1247520430627274752,-1,1
1247512789276602370,-1,1
1247511464316993536,-1,2
1247509415487561729,-1,2
1247492620198326272,-1,1
1247457946746978306,-1,1
1247449277565190145,-1,1
1247439357604216832,-2,1
1247162201216929795,-3,1
1247129333782777857,-1,1
1247101854296739845,-1,1
1247081869461651456,-1,1
1247081617857875968,-1,1
1246777899052662784,-1,1
1246407167344889857,-1,1
1246387583099318272,-3,1
1246107216584814593,-1,1
1246100986751574018,-1,1
1246052957315104768,-1,2
1246047483698065408,-1,1
1246017066236289024,-1,1
1245724203770413058,-1,1
1245682443832774656,-1,1
1245648796861620226,-2,1
1245623674733903872,-1,1
1245350924777816064,-1,1
1245320097708814338,-1,1
1245315480702910464,-1,2
1245293725200396288,-1,1
1245260157887676416,-1,1
1245046680636002310,-1,1
1245037956596973572,-1,1
1245002956472270850,-1,1
1244958419100057601,-1,1
1244946560284311554,-1,1
1244635801259999233,-1,1
1244600057309077510,-1,1
1244235222499102724,-1,1
1244158154960764928,-1,1
1243979703884677120,-1,1
1243929790316449793,-1,1
1243887354529681408,-1,1
1243638672643235848,-1,2
1243573226632105992,-1,1
1243569062573232129,-1,1
1243526416366518272,-1,1
1243466196340682752,-1,1
1243238701855055872,-1,1
1243224664903692288,-1,2
1243207733253492739,-1,1
1243199983777701889,-1,2
1243163202160078848,-1,1
1243130657259376641,-3,1
1243104614989398017,-1,1
1242872206901882881,-2,1
1242811934896017410,-1,1
1242793422441889793,-1,1
1242792887668088833,-1,1
1242792777898958848,-1,1
1242788504138104832,-1,1
1242788160905580545,-1,1
1242785351946637312,-1,1
1242783365440458755,-1,1
1242782439002517505,-1,1
1242781783843917826,-1,1
1242780342098046977,-1,1
1242772636268146691,-1,1
1242753870134157314,-2,1
1242496720967270404,-1,1
1242482451856781315,-2,1
1242437107769106432,-1,1
1242420411352088577,-1,2
1242409244986675200,-2,2
1242382565115396106,-2,1
1242340032570146818,-1,2
1242186920958078980,-1,1
1242160823851790339,-1,1
1242122371840049155,-1,2
1242104448895406082,-3,1
1242083502104985608,-1,1
1241817629737787392,-2,1
1241719476715913217,-1,1
1241687038472175616,-1,2
1241389012163661824,-1,1
1241349900371099649,-1,1
1241280344042745856,-1,1
1241059813880193024,-1,1
1241027565168590849,-1,1
1241022464131547138,-1,1
1240986681743941632,-1,1
1240731851603488770,-1,1
1240716400483680256,-1,1
1240712565933498368,-1,1
1240660983917486082,-1,1
1240646833086574593,-1,1
1240631463353167873,-1,1
1240582714308395008,-1,1
1240353284919091202,-1,1
1240309846538362881,-1,1
1240263605305643013,-1,1
1240218129848053763,-1,2
1240005568686743552,-1,1
1239950073758470146,-1,2
1239929491629191180,-1,1
1239924487606460418,-1,1
1239920663860858880,-1,1
1239900728476545025,-1,2
1239900574822420481,-1,1
1239891357059203072,-1,1
1239877645023744001,-2,1
1239853035507060736,-1,1
1239848121070428160,-1,1
1239663158639329281,-1,1
1239662203101425665,-1,1
1239661804273442816,-1,1
1239661658911449090,-1,1
1239661427939475456,-1,1
1239660903001477129,-1,2
1239660772344635400,-1,1
1239658509014380545,-1,1
1239644723587014665,-1,1
1239643754216259584,-2,1
1239611135646740486,-1,1
1239537631186337793,-1,1
1239526015115972608,-1,1
1239484713145962496,-1,1
1239476017435115520,-1,1
1239472146432380928,-1,1
1239240250733613058,-1,1
1239234099753242629,-1,1
1239174880094040064,-1,1
1238864050798370816,-1,1
1238823661911539715,-1,1
1238491003469942784,-1,1
1238449929737175042,-1,1
1238158633327828993,-1,1
1238118367803904003,-1,1
1238103014134743047,-1,1
1238088760618876929,-1,1
1238051009009717250,-1,1
1238039227176226817,-2,1
1237827725374689280,-1,1
1237729745938403333,-1,1
1237712296757125122,-1,1
1237710767350308865,-1,1
1237703669275136006,-1,1
1237699504238923776,-1,1
1237699026889388032,-1,1
1237696950901800962,-1,1
1237674616736399361,-1,1
1237635624741613568,-1,1
1237423278706343938,-1,1
1237364551009607681,-1,1
1237360377480052736,-1,1
1237352958695743489,-1,1
1237349795150409728,-1,1
1237339512067497984,-1,1
1237330766226391042,-3,1
1237285743036416002,-1,1
1237109738548211714,-1,1
1237095424214925312,-1,1
1237048572429959171,-1,1
1237001236718718976,-1,1
1237000388542435332,-1,1
1236984931965972481,-1,1
1236979170762260481,-3,2
1236978003399389184,-1,1
1236977558245330944,-1,1
1236977191843397632,-1,1
1236976800951160832,-1,1
1236975373335887877,-1,1
1236965782342569984,-1,1
1236965064030195713,-1,2
1236958659587997697,-1,1
1236940101428695040,-1,1
1236938481294811137,-1,1
1236938477884882944,-1,1
1236937603401895937,-1,1
1236936772074057728,-1,2
1236936536156971008,-1,1
1236930502889738240,-1,1
1236928942663065606,-1,1
1236926083351666688,-1,1
1236924405852377088,-1,1
1236906843332583424,-1,1
1236672207381762048,-1,1
1236671352687525890,-1,1
1236656898964951043,-1,2
1236652047082061825,-1,1
1236644520911044609,-1,1
1236355606904217607,-1,1
1236298335746699272,-1,1
1236280900436078593,-1,1
1236280849382936577,-1,1
1236230193515319296,-1,1
1236007780269658117,-1,2
1235974635524632576,-1,1
