id,negative,positive
1351897474793951233,-1,2
1351896017348792325,-1,1
1351895514057498625,-1,1
1351837032742576128,-3,1
1351824585633759240,-1,1
1351815767973629957,-1,1
1351810821857357824,-2,1
1351584480562176000,-1,1
1351569771775602688,-1,1
1351567152801865728,-1,1
1351535136496623618,-1,1
1351527581921783811,-1,1
1351507205946748929,-1,1
1351495990990286848,-2,1
1351485622347821057,-1,1
1351451796959612928,-2,1
1351186663884677125,-1,1
1351176479514767363,-1,1
1351161537239638020,-1,1
1351137377700503559,-1,1
1351136101747056640,-1,1
1351122364516466692,-1,1
1351120753882763267,-1,1
1351101016855470081,-1,1
1351099876394872836,-1,1
1350102568094093314,-2,1
1350092787807563776,-2,1
1350071299394195456,-1,1
1350052995480879104,-1,1
1350045832230408193,-1,2
1350037484479119362,-1,1
1350009671638265857,-1,1
1349976487009652736,-1,1
1349753577435262981,-1,1
1349706865303822339,-1,1
1349706862090997765,-1,1
1349699573028106242,-1,2
1349698385369051136,-1,1
1349671267612422144,-1,1
1349671009784262656,-1,1
1349433946313011201,-1,1
1349289741766766592,-1,1
1349270158695669760,-1,1
1349070467706007554,-1,1
1349018626779729924,-1,2
1349010088950984706,-1,1
1349008248419065857,-1,1
1349008238793134084,-1,2
1348911542104973313,-1,1
1348906161953763331,-1,1
1348687050824937475,-1,1
1348641255903948800,-1,1
1348638135211667456,-1,1
1348637845376933888,-1,1
1348626738985766923,-1,1
1348623072409112578,-1,1
1348613128507039747,-1,1
1348611015001464832,-1,1
1348611013701214210,-1,1
1348611012296134658,-1,1
1348611010429640705,-1,1
1348611006449278977,-1,1
1348611002166890499,-1,1
1348592034681073664,-1,1
1348592030063226887,-1,2
1347571910532624384,-1,1
1347545764038324226,-1,1
1347545760691322880,-1,1
1347529621240213504,-1,1
1347529617435979777,-1,1
1347529193123438592,-1,1
1347529190032207872,-1,1
1347528850205532161,-1,1
1347528846443220992,-1,1
1347506631588917248,-1,1
1347458494560165888,-1,1
1347210163032305669,-1,1
1347209683015258113,-1,1
1347202266953109506,-1,1
1347201823887806465,-1,2
1347197468526710784,-1,1
1347194191030456321,-1,2
1347192691948474369,-1,1
1347192051423719427,-1,1
1347191884045819906,-1,1
1347186805548978180,-1,1
1347185714300133377,-1,1
1347185474738282496,-1,1
1347185300376866817,-1,1
1347182408584622081,-1,1
1347179552859152386,-1,1
1347155877745274880,-2,1
1347143500689788928,-1,1
1347123657420767232,-1,2
1346849986735202310,-1,1
1346838817391726594,-1,1
1346811558442258432,-1,1
1346796276516589568,-1,1
1346764495771860992,-1,1
1346760804910170113,-1,1
1346755658696306689,-1,1
1346743482845638657,-1,1
1346722850821058560,-1,1
1346546178331185152,-3,1
1346479839746818058,-1,2
1346477396166205447,-1,1
1346472634821664768,-1,1
1346471516750241793,-1,1
1346470885360766976,-1,1
1346446816427044867,-1,2
1346446485735485441,-1,2
1346437613893406723,-1,1
1346114742058938369,-1,1
1346091312643272704,-1,1
1346082282118008832,-1,2
1344300853721763841,-1,1
1344296601087582208,-1,1
1344296189609574400,-1,1
1344287103966965761,-1,1
1344278552179601413,-1,1
1344278075467571201,-2,1
1344267241861357571,-1,1
1344212759416868864,-1,1
1343931603081457664,-1,1
1342127048773545984,-1,1
1342082596277280769,-1,1
1341719875623014403,-1,1
1341715451928326144,-2,1
1341713165466415104,-1,1
1341405258224963594,-1,1
1341367403847020548,-1,1
1341361847799300099,-1,1
1341348998314078208,-1,1
1341296656877297666,-1,1
1341021327294132225,-1,1
1340973343445495808,-1,1
1339931325504090112,-1,1
1339928618399657984,-1,1
1339903463292059650,-1,1
1339623757451804672,-1,1
1339553830468526080,-3,1
1339528297630330880,-1,2
1339489160160264192,-1,1
1339190208366047233,-1,1
1339138988263825410,-1,1
1339138980936290305,-1,1
1338870715924303872,-2,1
1338862292826345477,-1,1
1338856203418365952,-1,1
1338852059324456960,-1,1
1338850032569683971,-1,1
1338831184185454593,-1,1
1338816449087987713,-1,1
1338801452240826369,-1,1
1338767121782857729,-1,1
1338766404477128708,-1,1
1338744172224929794,-1,1
1338566292404645889,-1,1
1338555390976528387,-1,1
1338513773699756032,-1,1
1338512756924952579,-1,1
1338505441916162050,-1,1
1338215782854037509,-1,1
1337417047697973253,-1,1
1337405096196517888,-1,1
1337397053719252992,-1,2
1337384682175012864,-1,1
1337384269866479617,-1,1
1337379398467661824,-1,1
1337378902948405249,-1,1
1337044550800596995,-2,1
1337044548716007424,-1,1
1337044544806924289,-1,1
1337044542713950208,-1,1
1337044540482576402,-1,1
1337044538628714498,-1,1
1336974192768675840,-1,2
1336972062578139141,-1,1
1336964126048997376,-1,1
1336952404131147779,-1,1
1336678440334929926,-1,1
1336673668873801732,-1,1
1336652873699106817,-1,1
1336652870268153856,-1,1
1336652868850491392,-1,1
1336652867533479937,-1,1
1336652866140958727,-1,1
1336652864677171203,-1,1
1336642710158123009,-1,1
1336617113147072514,-1,1
1336603806939951104,-1,1
1336376449478123520,-1,1
1336330021636505616,-1,1
1336320961662971905,-1,1
1336318264121561088,-1,1
1336307303260282883,-1,1
1336249058495782912,-1,1
1336247834362974208,-1,1
1336247337358942208,-1,1
1336236718211600384,-1,1
1335982801854795777,-1,1
1335977471087419392,-1,1
1335977235778514945,-1,1
1335940461995896833,-1,1
1335902890800635904,-1,1
1334868539145146368,-1,1
1334860067934531589,-1,1
1334829071616905216,-1,1
1334828494866558976,-1,1
1334827691804143618,-3,1
1334811913637785600,-1,1
1334811912090099713,-1,1
1334811910823407616,-1,1
1334811909275734016,-1,1
1334811907895812097,-1,1
1334811906310348800,-1,1
1334811904062222337,-1,1
1334785000496099333,-1,1
1334516997632241665,-1,1
1334513323556171777,-1,1
1334485386857500673,-1,1
1334484339892088838,-1,1
1334444311354740739,-1,1
1334139177139654660,-1,1
1334117709831921665,-1,1
1334108609748348928,-1,1
1334079563551432709,-1,1
1334079559885582338,-1,1
1334045018378694656,-1,1
1333809605005238272,-1,1
1333799233627979780,-1,1
1333781694793490432,-1,1
1333774760380141570,-1,1
1333774513729888257,-1,1
1333771659359252480,-1,1
1333762434843226113,-1,1
1333762165099143171,-1,1
1333722988622065665,-1,1
1333722412823797766,-1,1
1333715155755163649,-1,1
1333705772446969857,-1,1
1333415006000517121,-1,1
1333405864825335809,-1,1
1333373986235879432,-1,1
1333354877603504129,-1,1
1333336514412089344,-1,1
1333328356960575488,-1,1
1332369663238549506,-1,1
1332345959897067523,-1,1
1332342192984231936,-1,1
1332336067589103618,-1,2
1332331780226109442,-1,1
1332315339762364418,-1,1
1332315164520173568,-1,1
1332314524767154178,-1,2
1332313711550353409,-1,1
1332313698141134856,-1,2
1332313695167385601,-1,1
1332313691904237569,-1,1
1332310086501457922,-1,1
1332252660586729475,-1,1
1332036135699296257,-1,1
1332008339488854017,-1,1
1331967448288030720,-1,1
1331967391023190016,-1,2
1331963538424860672,-1,1
1331963535316963336,-3,1
1331963529562361857,-1,1
1331952734602465283,-1,1
1331952674108006401,-1,1
1331948071413047297,-1,1
1331943828954230800,-3,1
1331943401617494017,-1,1
1331943329492242438,-3,1
1331940343282065408,-1,1
1331940165779066881,-1,1
1331924041666613255,-1,1
1331918017744297984,-1,1
1331876996129972226,-1,1
1331623818515927041,-1,1
1331611703562350592,-1,1
1331611355862982656,-1,1
1331611001750511619,-1,1
1331603317223518209,-1,1
1331596049539063809,-1,1
1331575264963399680,-1,1
1331533878536900610,-1,1
1331533764275691520,-1,1
1331533760987336706,-1,1
1331531916009467907,-1,1
1331530471059185665,-1,1
1331529047516516352,-1,1
1331528471860932611,-1,1
1331527026965098498,-1,1
1331231146890436609,-1,1
1331192291080409089,-1,1
1330860073887936512,-1,1
1330576577831297026,-1,1
1329852862248185857,-1,2
1329838921807765511,-1,1
1329829345045647361,-1,1
1329748197380677634,-1,1
1329420896172380161,-1,1
1329379342066085888,-1,1
1329368288263024641,-1,1
1329351435742482433,-1,1
1329074975181922308,-1,2
1329074819715923984,-1,1
1329068179637694466,-1,2
1329068176500543491,-1,2
1329065980937580546,-1,1
1329037292330242048,-1,1
1329016144129355777,-2,1
1329014881329307655,-1,1
1329001536236761090,-1,1
1328987215922335745,-1,1
1328973704861245441,-1,1
1328773615261782016,-2,1
1328694325681721344,-1,1
1328678914512859136,-2,1
1328634611795177473,-1,1
1328625852628791297,-1,1
1328612159488716802,-1,1
1328331819025113088,-1,1
1328310608203276289,-1,1
1328306848437506049,-1,1
1328305782769774594,-1,1
1328298667351175168,-2,1
1328298665249746945,-1,1
1328298663177842694,-1,1
1328298660925411328,-1,1
1328298658194984963,-1,1
1328298656274014208,-1,1
1328298654269104128,-2,1
1328298651869990913,-2,1
1328298649269526533,-2,1
1328298646711005184,-2,1
1328298644706111488,-2,1
1328298639295438850,-2,1
1328298636627808256,-2,1
1328298633662521350,-2,1
1328255543304130561,-1,1
1327271794559037445,-2,1
1327253461562494979,-1,1
1327252435136606208,-1,1
1327251692090499074,-1,1
1327236714822328320,-1,1
1327231395329150976,-1,2
1327223139156299776,-1,1
1327219809323544576,-1,2
1327202313417748481,-1,2
1326928522460409857,-1,2
1326926306580312064,-1,1
1326925537932152833,-2,1
1326925126106050564,-1,1
1326924114993549312,-1,1
1326919780075499521,-1,1
1326917484453228558,-1,2
1326877910620401665,-1,2
1326850440085037058,-1,1
1326842064726847488,-1,1
1326836561921667074,-1,1
1326796989468643328,-1,1
1326548357456699392,-1,1
1326544772526350340,-1,1
1326544769238016000,-1,1
1326539937777242118,-1,1
1326535759017332737,-1,1
1326535755401818120,-1,1
1326535239355691009,-1,1
1326535235522060288,-1,1
1326535231982034944,-1,1
1326534954914738176,-1,1
1326534947272761347,-1,1
1326534768628912133,-1,1
1326534765554540549,-1,1
1326534564043390978,-1,1
1326534560381759493,-1,1
1326534555000430592,-1,1
1326534490689204226,-1,1
1326534487467991043,-1,1
1326534293007462403,-1,1
1326534289798750215,-1,1
1326534142046056451,-1,1
1326534138816393224,-1,1
1326534117266083840,-1,1
1326534113625473039,-1,1
1326533187489595397,-1,1
1326532348741996545,-1,1
1326522051683885056,-1,1
1326513335823720448,-1,1
1326493384933068803,-2,1
1326491947851264002,-1,1
1326452901460529157,-1,1
1326181254744723457,-1,2
1326167497255563264,-1,1
1326124321560023040,-1,1
1326106406244782080,-1,1
1326089168074797064,-1,1
1326077966619729921,-1,1
1326066020965085185,-1,1
1325807276398096384,-1,1
1325802240754511873,-1,2
1325766580949684224,-3,1
1325765529785733120,-1,1
1325761982109278211,-2,1
1325761920796930051,-1,1
1325761691095867393,-1,1
1325751652897460224,-1,1
1325743701256245249,-1,1
1325073833783660544,-1,2
1325073284082388993,-1,1
1325051177348853761,-1,1
1325051050219466752,-1,1
1325050566913961984,-1,1
1325031613529534464,-1,1
1324761899314094088,-1,1
1324720125635973120,-1,1
1324720123656179714,-1,1
1324720119197696000,-1,1
1324720112692318208,-1,1
1324720102294622208,-1,1
1324720099920674817,-1,1
1324720097836077058,-1,1
1324720096040919040,-1,1
1324720094208008193,-1,1
1324693462445416450,-1,1
1324693456569225224,-1,1
1324689611596115968,-1,1
1324659278549000193,-1,1
1324659016480497664,-1,1
1324655804037910528,-1,1
1324644284960833536,-1,1
1324417813306552322,-1,1
1324360545697497095,-1,2
1324359566268706823,-1,1
1324358657518276609,-1,1
1324357061514268672,-2,2
1324354846678487042,-1,1
1324344711990124545,-1,1
1324320670654865409,-1,1
1324317949524660225,-1,1
1324272937369829382,-1,1
1324272931875282944,-1,1
1324271060687245313,-1,2
1324264974915674113,-1,2
1324262690043428866,-1,1
1324011529499512832,-1,1
1323981229671260161,-1,1
1323980910761517057,-1,1
1323973876687228930,-1,1
1323972799120199682,-1,1
1323961147641470979,-1,1
1323950594252541952,-1,1
1323939785845735424,-1,1
1323927147292086272,-1,1
1323918424167354370,-1,1
1323906047384440833,-1,1
1323900521745448962,-1,1
1323703218774380546,-2,1
1323636527528857601,-1,1
1323625747634884608,-1,1
1323571099230228481,-1,1
1323569052816728066,-1,1
1323547899096125440,-1,2
1323533676135780352,-1,2
1323322675410968588,-1,1
1323318889917403137,-1,1
1323298078783377409,-1,1
1323283983610904576,-1,1
1323263835541831681,-1,2
1323245888148545536,-1,1
1323239504807866368,-1,1
1323237950155612160,-1,1
1323231084969156612,-1,1
1323224701074898945,-2,1
1323221007923060736,-2,1
1323214623621992449,-1,1
1323204639970545665,-1,1
1323195131290411011,-1,1
1323194282694639616,-1,1
1322213507622985730,-1,1
1322213471283482625,-1,1
1322213469379272704,-1,2
1322213467290537985,-1,1
1322213465570873344,-1,1
1322213463645630464,-1,1
1322213461598834690,-1,1
1322165899755966464,-1,1
1322164276312842242,-1,1
1322141981385068544,-1,1
1322117366877167616,-1,1
1322093777117470720,-1,1
1322085989574184960,-1,1
1321861896841142278,-1,2
1321859234951213056,-1,1
1321812014344376320,-1,1
1321796439119433728,-1,1
1321756288683040769,-1,1
1321388918898630657,-1,1
1321372535267725313,-1,1
1321088563983884288,-1,1
1321084381721698305,-1,1
1321060142964707331,-2,1
1320748852010459136,-3,1
1320676600241922048,-1,1
1320613843362631681,-1,1
1319913620919255042,-1,1
1319642757250617349,-1,1
1319634033895157761,-1,1
1319633000603279360,-1,1
1319629046578335746,-1,1
1319629044225277968,-1,1
1319629041889087490,-1,1
1319629038181376000,-1,1
1319629035874537472,-1,1
1319629033865383937,-1,1
1319629030996529152,-1,1
1319629029348200448,-1,1
1319629027246772231,-1,1
1319617517082583040,-1,2
1319594307800674304,-1,1
1319592705429786624,-1,2
1319556575577726976,-1,1
1319553119668273152,-1,1
1319293323547324417,-1,1
1319280975537340431,-1,1
1319266557386604544,-2,1
1319266066284109826,-1,1
1319265863430799360,-1,1
1319245636118712321,-1,1
1319245627662938113,-1,1
1319245621996494849,-1,1
1319245616749383680,-1,1
1319215290220187648,-1,2
1319206113464799238,-1,1
1318914098738974726,-1,1
1318911421460205572,-1,1
1318881404797714433,-1,2
1318868875296100352,-1,2
1318860563137597442,-1,1
1318857118909403136,-1,1
1318833970511949825,-1,1
1318564765401337857,-2,1
1318562616751624193,-1,1
1318555759584698373,-1,2
1318548765213642754,-1,1
1318533599029792768,-1,2
1318530921163796480,-1,1
1318504637624930304,-1,2
1318468312637050880,-1,2
1318217432465637376,-1,1
1318138151240634368,-1,1
1318135331175137283,-1,1
1318128844100993027,-1,1
1318127782602395648,-1,1
1318124868119023616,-1,1
1318124471086125058,-1,1
1318123677272182792,-1,1
1318122933324230656,-1,1
1318120768463622144,-1,1
1318118257639985152,-1,1
1318102713402609664,-1,1
1317183762799656960,-1,1
1317124041208172545,-1,1
1317123046499647489,-1,1
1317120478255919109,-1,1
1317119899043614720,-1,1
1317093055284076546,-1,2
1317093046085976064,-2,1
1317091661160337408,-1,1
1317091659470065664,-2,2
1317091658002014214,-1,1
1317091656483692544,-1,1
1317091655045042176,-1,1
1317091653308612608,-1,1
1317091651777667076,-2,1
1317091650229948416,-1,1
1317091647826612230,-1,1
1317029157608574977,-1,1
1317010849161236480,-1,1
1316719735493533696,-1,1
1316715636387655680,-1,1
1316710504467922946,-2,1
1316702231694053376,-2,1
1316653548298477568,-1,1
1316396151923445761,-2,1
1316396147720716289,-1,1
1316377342541991937,-1,1
1316367295313326086,-1,1
1316366710803435520,-1,1
1316366574408867841,-1,1
1316366094110781441,-1,1
1316365637795676160,-1,1
1316349698337394688,-1,2
1316349561707933696,-1,1
1316349311886729216,-1,1
1316315213403172864,-1,1
1316279227470282752,-1,1
1316276655078469632,-1,1
1316070104023609346,-1,1
1315996340883730432,-1,1
1315993723751329793,-1,1
1315918645890027520,-1,2
1315649208389689345,-1,1
1315641742230773761,-1,1
1315638908508659714,-1,1
1315637238278098946,-1,1
1315632750209183744,-1,1
1315593308148838404,-1,1
1314922543254511619,-1,1
1314562121951305730,-1,1
1314535636456570881,-1,1
1314514310027194368,-2,1
1314514308404072448,-1,1
1314514306826940417,-1,1
1314514305212186624,-1,1
1314514303345664004,-1,1
1314514301806415872,-1,1
1314514300292210690,-1,1
1314514297863770113,-2,1
1314224882272661509,-1,1
1314217130557014017,-1,1
1314200024708837376,-1,1
1314199439586648064,-1,1
1314195501156163584,-1,1
1314190437784211464,-1,1
1314185040650268672,-1,1
1314184647761367040,-1,1
1314182915203497986,-2,1
1314181370042888192,-1,1
1314181028265811971,-1,1
1314164771151847425,-1,1
1314158375425454080,-1,1
1314156742918508544,-1,1
1314144745111859200,-1,1
1314140438178271234,-1,1
1314139681861382145,-1,1
1314138837015310336,-1,1
1314138710254985217,-1,1
1314127443817566208,-1,1
1314116171021668352,-1,1
1314114437041795073,-1,1
1313871077366525952,-1,1
1313869568260046849,-1,3
1313837741784870918,-1,1
